token,pos
Цветки,NOUN
дикорастущих,VERB
форм,NOUN
обыкновенной,ADJ
сирени,NOUN
мелкие,ADJ
",",PUNCT
собраны,VERB
парными,ADJ
пучками,NOUN
(,PUNCT
по,ADP
3,NUM
-,NUM
5,NUM
цветков,NOUN
в,ADP
пучке,NOUN
",",PUNCT
отдельные,ADJ
сорта,NOUN
по,ADP
7,NUM
-,NUM
9,NUM
цветков,NOUN
),PUNCT
.,PUNCT
"
",SPACE
В,ADP
конце,NOUN
осени,NOUN
кора,NOUN
побегов,NOUN
становится,VERB
серой,ADJ
.,PUNCT
"
",SPACE
В,ADP
центре,NOUN
цветка,NOUN
бело,ADJ
-,ADJ
кремовое,ADJ
пятнышко,NOUN
в,ADP
виде,NOUN
звездочки,NOUN
.,PUNCT
"
",SPACE
При,ADP
уплотнении,NOUN
почвы,NOUN
и,CCONJ
асфальтировании,NOUN
суховершинит,VERB
.,PUNCT
"
",SPACE
Морозостоек,PROPN
.,PUNCT
"
",SPACE
Родина,NOUN
-,NOUN
горные,ADJ
леса,NOUN
Тянь,PROPN
-,PROPN
Шаня,PROPN
.,PUNCT
"
",SPACE
Дико,ADV
растет,VERB
на,ADP
сухих,ADJ
склонах,NOUN
в,ADP
умеренно,ADV
теплых,ADJ
районах,NOUN
на,ADP
обширной,ADJ
территории,NOUN
от,ADP
Западной,ADJ
Европы,PROPN
до,ADP
восточной,ADJ
Азии,PROPN
.,PUNCT
"
",SPACE
Полученное,ADJ
количество,NOUN
саженцев,NOUN
затем,ADV
распределяют,VERB
пропорционально,ADV
объему,NOUN
работ,NOUN
по,ADP
годам,NOUN
перспективного,ADJ
периода,NOUN
и,CCONJ
вычисляют,VERB
среднегодовую,ADJ
потребность,NOUN
.,PUNCT
"
",SPACE
Дистальнее,ADJ
места,NOUN
сужения,NOUN
проток,NOUN
не,PART
визуализируется,VERB
.,PUNCT
"
",SPACE
ЗАКЛЮЧЕНИЕ,NOUN
:,PUNCT
Инфильтративные,ADJ
изменения,NOUN
в,ADP
зоне,NOUN
гепатикоэнтероанастомоза,NOUN
",",PUNCT
в,ADP
воротах,NOUN
печени,NOUN
",",PUNCT
во,ADP
внутрибрюшной,ADJ
жировой,ADJ
клетчатке,NOUN
.,PUNCT
"
",SPACE
Золотовалютные,ADJ
резервы,NOUN
увеличились,VERB
на,ADP
170,NUM
миллиардов,NOUN
долларов,NOUN
и,CCONJ
приближаются,VERB
к,ADP
отметке,NOUN
в,ADP
полтриллиона,NOUN
долларов,NOUN
США,PROPN
-,PROPN
точнее,ADV
",",PUNCT
"478,6",NUM
",",PUNCT
по,ADP
последним,ADJ
данным,NOUN
(,PUNCT
чуть,ADV
-,PART
чуть,ADV
понижение,NOUN
произошло,VERB
в,ADP
связи,NOUN
с,ADP
изменением,NOUN
курса,NOUN
доллара,NOUN
),PUNCT
.,PUNCT
"
",SPACE
Это,PRON
вершина,NOUN
тесного,ADJ
и,CCONJ
плодотворного,ADJ
сотрудничества,NOUN
между,ADP
нашими,DET
странами,NOUN
.,PUNCT
"
",SPACE
Мы,PRON
еще,ADV
некоторое,DET
время,NOUN
разговариваем,VERB
с,ADP
Епископом,PROPN
Лукианом,PROPN
",",PUNCT
потом,ADV
он,PRON
провожает,VERB
меня,PRON
до,ADP
ворот,NOUN
Резиденции,PROPN
",",PUNCT
откуда,ADV
навстречу,ADV
нам,PRON
идет,VERB
многочисленный,ADJ
и,CCONJ
многоязычный,ADJ
поток,NOUN
людей,NOUN
",",PUNCT
желающих,VERB
осмотреть,VERB
экспонаты,NOUN
Православного,ADJ
Музея,PROPN
и,CCONJ
посетить,VERB
Кафедральный,ADJ
Собор,PROPN
.,PUNCT
"
",SPACE
Многотысячный,ADJ
коллектив,NOUN
"""",PUNCT
Газпрома,PROPN
"""",PUNCT
денно,ADV
и,CCONJ
нощно,ADV
трудился,VERB
над,ADP
поставленной,VERB
задачей,NOUN
.,PUNCT
"
",SPACE
Там,ADV
оставалось,VERB
еще,ADV
60,NUM
сербских,ADJ
сел,NOUN
.,PUNCT
"
",SPACE
Мы,PRON
шли,VERB
в,ADP
бой,NOUN
вместе,ADV
и,CCONJ
готовы,ADJ
были,AUX
пролить,VERB
кровь,NOUN
друг,PRON
за,ADP
друга,PRON
.,PUNCT
"
",SPACE
-,PUNCT
Какие,DET
впечатления,NOUN
у,ADP
вас,PRON
остались,VERB
от,ADP
Москвы,PROPN
в,ADP
1972,ADJ
году,NOUN
?,PUNCT
"
",SPACE
-,PUNCT
По,ADP
удивительному,ADJ
стечению,NOUN
обстоятельств,NOUN
ваш,DET
олимпийский,ADJ
триумф,NOUN
идеально,ADV
совпал,VERB
по,ADP
времени,NOUN
с,ADP
внедрением,NOUN
современных,ADJ
поролоновых,ADJ
матов,NOUN
.,PUNCT
"
",SPACE
Все,DET
поселение,NOUN
можно,ADV
обойти,VERB
неторопливым,ADJ
шагом,NOUN
за,ADP
10,NUM
минут,NOUN
.,PUNCT
"
",SPACE
Стабильное,ADJ
взаимодействие,NOUN
в,ADP
нефтегазовом,ADJ
секторе,NOUN
является,VERB
общим,ADJ
вкладом,NOUN
России,PROPN
и,CCONJ
Венгрии,PROPN
в,ADP
обеспечение,NOUN
энергобезопасности,NOUN
Европы,PROPN
.,PUNCT
"
",SPACE
При,ADP
этом,PRON
работа,NOUN
над,ADP
реализаций,NOUN
проектов,NOUN
жёстко,ADV
увязывалась,VERB
с,ADP
достижением,NOUN
на,ADP
каждом,DET
этапе,NOUN
целевых,ADJ
показателей,NOUN
.,PUNCT
"
",SPACE
Наверняка,ADV
техника,NOUN
была,AUX
бы,AUX
уже,ADV
не,PART
та,DET
.,PUNCT
"
",SPACE
Я,PRON
имею,VERB
в,ADV
виду,NOUN
наше,DET
сотрудничество,NOUN
в,ADP
сфере,NOUN
энергетики,NOUN
-,PUNCT
первый,ADJ
блок,NOUN
Сангтудинской,ADJ
ГЭС,NOUN
станции,NOUN
запущен,VERB
в,ADP
январе,NOUN
.,PUNCT
"
",SPACE
В,ADP
рамках,NOUN
национального,ADJ
проекта,NOUN
13,NUM
миллионов,NOUN
человек,NOUN
смогли,VERB
пройти,VERB
диспансеризацию,NOUN
",",PUNCT
а,CCONJ
60,NUM
миллионам,NOUN
были,AUX
сделаны,VERB
прививки,NOUN
.,PUNCT
"
",SPACE
Оба,NUM
работают,VERB
на,ADP
влиятельную,ADJ
и,CCONJ
известную,ADJ
адвокатскую,ADJ
контору,NOUN
«,PUNCT
Bullie,X
Brake,X
&,X
Desmay,X
»,PUNCT
и,CCONJ
успешно,ADV
продвигаются,VERB
по,ADP
служебной,ADJ
лестнице,NOUN
.,PUNCT
"
",SPACE
Некоторые,DET
люди,NOUN
испытывают,VERB
панические,ADJ
атаки,NOUN
",",PUNCT
которые,PRON
характеризуются,VERB
чрезвычайно,ADV
сильным,ADJ
чувством,NOUN
страха,NOUN
.,PUNCT
"
",SPACE
Они,PRON
отнюдь,ADV
не,PART
редки,ADJ
.,PUNCT
"
",SPACE
К,ADP
третьей,ADJ
неделе,NOUN
пациенты,NOUN
показывали,VERB
заметное,ADJ
улучшение,NOUN
настроения,NOUN
в,ADP
отличие,NOUN
от,ADP
принимавших,VERB
плацебо,NOUN
.,PUNCT
"
",SPACE
Высокий,ADJ
уровень,NOUN
эстрогена,NOUN
и,CCONJ
низкий,ADJ
прогестерона,NOUN
могут,VERB
привести,VERB
к,ADP
предменструальному,ADJ
синдрому,ADJ
(,PUNCT
ПМС,PROPN
),PUNCT
с,ADP
цикличной,ADJ
депрессией,NOUN
и,CCONJ
беспокойством,NOUN
.,PUNCT
"
",SPACE
Иногда,ADV
колебания,NOUN
настроения,NOUN
и,CCONJ
депрессия,NOUN
могут,VERB
быть,AUX
результатом,NOUN
слишком,ADV
большого,ADJ
стресса,NOUN
и,CCONJ
истощения,NOUN
надпочечников,NOUN
.,PUNCT
"
",SPACE
Первое,ADJ
описание,NOUN
этого,DET
члена,NOUN
семейства,NOUN
перечных,VERB
появилось,VERB
в,ADP
западных,ADJ
странах,NOUN
после,ADP
знаменитых,ADJ
рейдов,NOUN
капитана,NOUN
Джеймса,PROPN
Кука,PROPN
в,ADP
Южные,ADJ
моря,NOUN
.,PUNCT
"
",SPACE
Согласно,ADP
данным,NOUN
Национального,ADJ
аутистического,ADJ
общества,NOUN
частота,NOUN
аутизма,NOUN
сейчас,ADV
может,VERB
превышать,VERB
1,NUM
случай,NOUN
на,ADP
каждые,DET
100,NUM
детей,NOUN
.,PUNCT
"
",SPACE
Конечная,ADJ
цель,NOUN
математики,NOUN
—,PUNCT
вообще,ADV
избавиться,VERB
от,ADP
необходимости,NOUN
о,ADP
чем,PRON
-,PRON
либо,PRON
думать,VERB
.,PUNCT
"
",SPACE
В,ADP
том,DET
-,ADV
то,ADV
и,PART
дело,NOUN
",",PUNCT
что,PRON
",",PUNCT
кроме,ADP
действительных,ADJ
чисел,NOUN
",",PUNCT
достаточно,ADJ
изобрести,NOUN
только,PART
одно,NUM
число,NOUN
—,PUNCT
квадратный,ADJ
корень,NOUN
из,ADP
—,PUNCT
1,NUM
",",PUNCT
после,ADP
этого,PRON
можно,ADV
решить,VERB
любое,DET
алгебраическое,ADJ
уравнение,NOUN
],PUNCT
"
",SPACE
Возможные,ADJ
состояния,NOUN
электронов,NOUN
определяются,VERB
различными,ADJ
энергетическими,ADJ
подуровнями,NOUN
",",PUNCT
которые,PRON
носят,VERB
название,NOUN
орбиталей,NOUN
.,PUNCT
"
",SPACE
Указанный,VERB
выше,ADV
вызов,NOUN
функции,NOUN
вернет,VERB
все,DET
SNMP,PROPN
объекты,NOUN
из,ADP
SNMP,PROPN
агента,NOUN
",",PUNCT
напущенного,VERB
на,ADP
локальном,ADJ
хосте,NOUN
.,PUNCT
"
",SPACE
Эта,DET
группа,NOUN
включает,VERB
щелочные,ADJ
металлы,NOUN
натрий,NOUN
(,PUNCT
Na,PROPN
),PUNCT
и,CCONJ
калий,NOUN
(,PUNCT
К,PROPN
),PUNCT
",",PUNCT
щелочноземельные,ADJ
металлы,NOUN
магний,NOUN
(,PUNCT
Мg,PROPN
),PUNCT
и,CCONJ
кальций,NOUN
(,PUNCT
Са,PROPN
),PUNCT
.,PUNCT
"
",SPACE
Это,PRON
сразу,ADV
говорит,VERB
нам,PRON
",",PUNCT
что,SCONJ
такое,DET
момент,NOUN
количественно,ADV
.,PUNCT
"
",SPACE
Собачка,NOUN
нужна,ADJ
к,ADP
празднику,NOUN
!,PUNCT
"
",SPACE
Он,PRON
полагал,VERB
",",PUNCT
что,SCONJ
римлян,NOUN
сгубило,VERB
избыточное,ADJ
честолюбие,NOUN
.,PUNCT
"
",SPACE
ЕНЛ-1,PROPN
получают,VERB
общенациональные,ADJ
и,CCONJ
крупные,ADJ
региональные,ADJ
газеты,NOUN
и,CCONJ
телекомпании,NOUN
",",PUNCT
агентства,NOUN
",",PUNCT
иностранные,ADJ
дипломатические,ADJ
представительства,NOUN
в,ADP
России,PROPN
.,PUNCT
"
",SPACE
Телевизионные,ADJ
Web,NOUN
-,PROPN
технологии,PROPN
развиваются,VERB
в,ADP
нашей,DET
стране,NOUN
с,ADP
некоторым,DET
опозданием,NOUN
.,PUNCT
"
",SPACE
Недели,NOUN
через,ADP
две,NUM
-,NUM
три,NUM
",",PUNCT
не,PART
раньше,ADV
.,PUNCT
"
",SPACE
Такой,DET
птицы,NOUN
не,PART
водилось,VERB
в,ADP
здешних,ADJ
местах,NOUN
.,PUNCT
"
",SPACE
Здесь,ADV
он,PRON
не,PART
отказал,VERB
себе,PRON
в,ADP
удовольствии,NOUN
заранее,ADV
злорадно,ADJ
вообразить,VERB
",",PUNCT
как,ADV
будет,AUX
сходить,VERB
со,ADP
сцены,NOUN
премьер,NOUN
Борзых,PROPN
.,PUNCT
"
",SPACE
Булькнуло,PROPN
",",PUNCT
екнуло,VERB
",",PUNCT
порскнуло,VERB
",",PUNCT
ахнуло,VERB
-,NOUN
лучше,ADV
гляди,NOUN
!,PUNCT
-,ADV
сзади,ADV
",",PUNCT
наверху,ADV
",",PUNCT
вниз,ADV
головой,NOUN
",",PUNCT
пропало,VERB
",",PUNCT
нету,NOUN
!,PUNCT
"
",SPACE
И,CCONJ
Пэт,PROPN
выла,VERB
от,ADP
злости,NOUN
:,PUNCT
ее,DET
Грегори,PROPN
--,PUNCT
ее,DET
лучезарный,ADJ
муж,NOUN
--,PUNCT
был,AUX
тоже,ADV
во,ADP
власти,NOUN
этого,DET
всемогущего,ADJ
микрооргазма,NOUN
.,PUNCT
"
",SPACE
Он,PRON
засыпал,VERB
",",PUNCT
ухватившись,VERB
за,ADP
ее,DET
пальцы,NOUN
",",PUNCT
и,CCONJ
",",PUNCT
оставляя,VERB
его,PRON
",",PUNCT
надо,ADV
было,AUX
с,ADP
величайшей,ADJ
осторожностью,NOUN
высвобождать,VERB
руку,NOUN
",",PUNCT
чтобы,SCONJ
он,PRON
не,PART
проснулся,VERB
с,ADP
криком,NOUN
ужаса,NOUN
.,PUNCT
"
",SPACE
--,PUNCT
Хотел,VERB
бы,AUX
добавить,VERB
разумное,ADJ
:,PUNCT
как,ADV
может,VERB
инженер,NOUN
что,PRON
-,PRON
нибудь,PRON
портить,VERB
?,PUNCT
"
",SPACE
Не,PART
сотвори,VERB
себе,PRON
кумира,NOUN
",",PUNCT
Но,CCONJ
лишь,PART
люби,VERB
",",PUNCT
как,SCONJ
Я,PRON
люблю,VERB
--,PUNCT
В,ADP
твоем,DET
подобье,NOUN
--,PUNCT
Образ,NOUN
Мира,PROPN
",",PUNCT
И,CCONJ
не,PART
скорби,VERB
",",PUNCT
как,SCONJ
Я,PRON
скорблю,VERB
.,PUNCT
"
",SPACE
Я,PRON
заставил,VERB
ее,PRON
повторить,VERB
задание,NOUN
.,PUNCT
"
",SPACE
Тут,ADV
на,ADP
кухню,NOUN
явилась,VERB
Майка,PROPN
.,PUNCT
"
",SPACE
--,PUNCT
А,CCONJ
вы,PRON
разбудите,VERB
нас,PRON
",",PUNCT
если,SCONJ
новый,ADJ
цыпленок,NOUN
выведется,VERB
?,PUNCT
"
",SPACE
Но,CCONJ
на,ADP
этот,DET
раз,NOUN
его,PRON
совсем,ADV
не,PART
было,VERB
.,PUNCT
"
",SPACE
--,PUNCT
Тартасов,PROPN
хитрец,NOUN
.,PUNCT
"
",SPACE
Как,SCONJ
все,DET
писатели,NOUN
...,PUNCT
"
",SPACE
Таков,ADJ
их,PRON
удел,NOUN
.,PUNCT
"
",SPACE
Стояли,VERB
в,ADP
кружок,NOUN
и,CCONJ
по,ADV
-,ADV
честному,ADV
рассуждали,VERB
.,PUNCT
"
",SPACE
Небо,NOUN
",",PUNCT
в,ADP
которое,PRON
можно,ADV
глядеть,VERB
...,PUNCT
"
",SPACE
Задрав,VERB
голову,NOUN
...,PUNCT
"
",SPACE
Идти,VERB
и,CCONJ
думать,VERB
о,ADP
синеве,NOUN
.,PUNCT
"
",SPACE
Внеконфессиональное,ADJ
государство,NOUN
представляет,VERB
собой,PRON
государство,NOUN
",",PUNCT
которое,PRON
сознательно,ADV
отстраняет,VERB
себя,PRON
от,ADP
всего,PRON
",",PUNCT
что,PRON
происходит,VERB
в,ADP
лоне,NOUN
религии,NOUN
",",PUNCT
позволяя,VERB
решать,VERB
эти,DET
вопросы,NOUN
гражданскому,ADJ
обществу,NOUN
.,PUNCT
"
",SPACE
Неуведомление,NOUN
или,CCONJ
несвоевременное,ADJ
уведомление,NOUN
об,ADP
указанных,VERB
обстоятельствах,NOUN
лишает,VERB
Стороны,PROPN
права,NOUN
ссылаться,VERB
на,ADP
любые,DET
из,ADP
этих,DET
обстоятельств,NOUN
и,CCONJ
не,PART
освобождает,VERB
от,ADP
ответственности,NOUN
по,ADP
настоящему,ADJ
Договору,PROPN
.,PUNCT
"
",SPACE
Президиум,NOUN
Высшего,ADJ
Арбитражного,ADJ
Суда,PROPN
РФ,PROPN
в,ADP
информационном,ADJ
письме,NOUN
от,ADP
29,ADJ
сентября,NOUN
1999,ADJ
г.,NOUN
№,SYM
48,NUM
"""",PUNCT
О,ADP
некоторых,DET
вопросах,NOUN
судебной,ADJ
практики,NOUN
",",PUNCT
возникающих,VERB
при,ADP
рассмотрении,NOUN
споров,NOUN
",",PUNCT
связанных,VERB
с,ADP
договорами,NOUN
на,ADP
оказание,NOUN
правовых,ADJ
услуг,NOUN
"""",PUNCT
",",PUNCT
отметил,VERB
",",PUNCT
что,SCONJ
не,PART
подлежат,VERB
удовлетворению,NOUN
требования,NOUN
исполнителя,NOUN
о,ADP
выплате,NOUN
вознаграждения,NOUN
",",PUNCT
если,SCONJ
истец,NOUN
обосновывает,VERB
их,PRON
условием,NOUN
договора,NOUN
",",PUNCT
ставящим,VERB
размер,NOUN
оплаты,NOUN
услуг,NOUN
в,ADP
зависимость,NOUN
от,ADP
решения,NOUN
суда,NOUN
или,CCONJ
государственного,ADJ
органа,NOUN
",",PUNCT
которое,PRON
будет,AUX
принято,VERB
в,ADP
будущем,NOUN
.,PUNCT
"
",SPACE
После,ADP
произнесения,NOUN
речей,NOUN
всеми,DET
лицами,NOUN
",",PUNCT
участвующими,VERB
в,ADP
деле,NOUN
",",PUNCT
их,PRON
представителями,NOUN
они,PRON
могут,VERB
выступить,VERB
с,ADP
репликами,NOUN
в,ADP
связи,NOUN
со,ADP
сказанным,ADJ
.,PUNCT
"
",SPACE
Протокол,NOUN
судебного,ADJ
заседания,NOUN
или,CCONJ
совершенного,VERB
вне,ADP
судебного,ADJ
заседания,NOUN
отдельного,ADJ
процессуального,ADJ
действия,NOUN
должен,ADJ
отражать,VERB
все,DET
существенные,ADJ
сведения,NOUN
о,ADP
разбирательстве,NOUN
дела,NOUN
или,CCONJ
совершении,NOUN
отдельного,ADJ
процессуального,ADJ
действия,NOUN
.,PUNCT
"
",SPACE
Лицо,NOUN
",",PUNCT
представляющее,VERB
аудио-,NOUN
и,CCONJ
(,PUNCT
или,CCONJ
),PUNCT
видеозаписи,NOUN
на,ADP
электронном,ADJ
или,CCONJ
ином,ADJ
носителе,NOUN
либо,CCONJ
ходатайствующее,VERB
об,ADP
их,PRON
истребовании,NOUN
",",PUNCT
обязано,ADJ
указать,VERB
",",PUNCT
когда,ADV
",",PUNCT
кем,PRON
и,CCONJ
в,ADP
каких,DET
условиях,NOUN
осуществлялись,VERB
записи,NOUN
.,PUNCT
"
",SPACE
Решения,NOUN
нижестоящей,ADJ
комиссии,NOUN
по,ADP
проведению,NOUN
референдума,NOUN
Российской,ADJ
Федерации,PROPN
могут,VERB
быть,AUX
отменены,VERB
",",PUNCT
а,CCONJ
ее,DET
действия,NOUN
могут,VERB
быть,AUX
приостановлены,VERB
вышестоящей,ADJ
комиссией,NOUN
по,ADP
проведению,NOUN
референдума,NOUN
Российской,ADJ
Федерации,PROPN
.,PUNCT
"
",SPACE
Решение,NOUN
",",PUNCT
принятое,VERB
на,ADP
референдуме,NOUN
Российской,ADJ
Федерации,PROPN
",",PUNCT
является,VERB
общеобязательным,ADJ
и,CCONJ
не,PART
нуждается,VERB
в,ADP
дополнительном,ADJ
утверждении,NOUN
.,PUNCT
"
",SPACE
Статья,NOUN
86.3.3,NUM
.,PUNCT
"
",SPACE
Обособленные,ADJ
водные,ADJ
объекты,NOUN
",",PUNCT
находящиеся,VERB
в,ADP
собственности,NOUN
граждан,NOUN
или,CCONJ
юридических,ADJ
лиц,NOUN
",",PUNCT
в,ADP
установленном,VERB
порядке,NOUN
могут,VERB
использоваться,VERB
как,SCONJ
водные,ADJ
объекты,NOUN
общего,ADJ
пользования,NOUN
только,PART
при,ADP
условиях,NOUN
регистрации,NOUN
данного,ADJ
ограничения,NOUN
права,NOUN
собственности,NOUN
на,ADP
обособленные,ADJ
водные,ADJ
объекты,NOUN
в,ADP
едином,ADJ
государственном,ADJ
реестре,NOUN
и,CCONJ
выплаты,NOUN
вознаграждения,NOUN
собственнику,NOUN
.,PUNCT
"
",SPACE
Государственный,ADJ
мониторинг,NOUN
водных,ADJ
объектов,NOUN
ведется,VERB
специально,ADV
уполномоченным,VERB
государственным,ADJ
органом,NOUN
управления,NOUN
использованием,NOUN
и,CCONJ
охраной,NOUN
водного,ADJ
фонда,NOUN
совместно,ADV
со,ADP
специально,ADV
уполномоченными,VERB
государственными,ADJ
органами,NOUN
в,ADP
области,NOUN
охраны,NOUN
окружающей,VERB
природной,ADJ
среды,NOUN
",",PUNCT
с,ADP
государственным,ADJ
органом,NOUN
управления,NOUN
в,ADP
области,NOUN
гидрометеорологии,NOUN
и,CCONJ
мониторинга,NOUN
окружающей,VERB
среды,NOUN
(,PUNCT
по,ADP
поверхностным,ADJ
водным,ADJ
объектам,NOUN
),PUNCT
и,CCONJ
государственным,ADJ
органом,NOUN
управления,NOUN
использованием,NOUN
и,CCONJ
охраной,NOUN
недр,NOUN
(,PUNCT
по,ADP
подземным,ADJ
водным,ADJ
объектам,NOUN
),PUNCT
.,PUNCT
"
",SPACE
Фиктивное,ADJ
или,CCONJ
преднамеренное,ADJ
банкротство,NOUN
Осуществление,PROPN
дисквалифицированным,ADJ
лицом,NOUN
в,ADP
течение,NOUN
срока,NOUN
дисквалификации,NOUN
деятельности,NOUN
по,ADP
управлению,NOUN
юридическим,ADJ
лицом,NOUN
--,PUNCT
влечет,VERB
наложение,NOUN
административного,ADJ
штрафа,NOUN
в,ADP
размере,NOUN
пятидесяти,NUM
минимальных,ADJ
размеров,NOUN
оплаты,NOUN
труда,NOUN
.,PUNCT
"
",SPACE
В,ADP
ИСПАНИИ,PROPN
Я,PRON
ДУМАЮ,PROPN
У,ADP
УНИКАХИ,PROPN
",",PUNCT
ТАУ,PROPN
И,CCONJ
БАРСЫ,PROPN
ШАНСЫ,PROPN
ОДИНАКОВЫЕ,PROPN
-,NOUN
НО,NOUN
СТАВЛЮ,PROPN
НА,ADP
УНИКАХУ,PROPN
-,NOUN
БРАУН,PROPN
ВПЕРЁД,PROPN
!,PUNCT
!,PUNCT
!,PUNCT
"
",SPACE
Чувство,NOUN
ностальгии,NOUN
охватило,VERB
с,ADP
особенной,ADJ
силой,NOUN
...,PUNCT
скачал,VERB
эмулятор,NOUN
Денди,PROPN
и,CCONJ
пяток,NOUN
диснеевских,ADJ
игр,NOUN
...,PUNCT
Плачу,NOUN
от,ADP
умиления,NOUN
.,PUNCT
"
",SPACE
СКАЖИ,NOUN
НАРКОТИКАМ,PROPN
НЕТ,VERB
Скажи,VERB
наркотикам,NOUN
:,PUNCT
«,PUNCT
Трям,NOUN
!,PUNCT
"""",PUNCT
Скажи,VERB
наркотикам,NOUN
:,PUNCT
«,PUNCT
Чпок,NOUN
!,PUNCT
"""",PUNCT
Своди,VERB
наркотики,NOUN
в,ADP
цирк,NOUN
.,PUNCT
"
",SPACE
Муж,NOUN
работает,VERB
на,ADP
дому,NOUN
(,PUNCT
программер,NOUN
),PUNCT
",",PUNCT
часто,ADV
выезжает,VERB
по,ADP
делам,NOUN
или,CCONJ
просто,PART
потусить,VERB
.,PUNCT
"
",SPACE
"""",PUNCT
Прежде,ADV
мы,PRON
оперировали,VERB
категориями,NOUN
товаров,NOUN
",",PUNCT
которые,PRON
необходимо,ADJ
продвигать,VERB
.,PUNCT
"
",SPACE
Теперь,ADV
стремимся,VERB
оперировать,VERB
финансовыми,ADJ
показателями,NOUN
",",PUNCT
чтобы,SCONJ
лучше,ADV
видеть,VERB
выгодность,NOUN
и,CCONJ
перспективность,NOUN
того,DET
или,CCONJ
иного,ADJ
направления,NOUN
.,PUNCT
"
",SPACE
Мы,PRON
уже,ADV
выяснили,VERB
",",PUNCT
что,SCONJ
некоторые,DET
из,ADP
них,PRON
не,PART
настолько,ADV
выгодны,ADJ
",",PUNCT
как,SCONJ
казалось,VERB
раньше,ADV
"""",PUNCT
",",PUNCT
пояснил,VERB
Краснов,PROPN
новую,ADJ
стратегию,NOUN
.,PUNCT
"
",SPACE
Какими,DET
вы,PRON
видите,VERB
свои,DET
перспективы,NOUN
в,ADP
этой,DET
области,NOUN
?,PUNCT
"
",SPACE
В,ADP
двух,NUM
72-часовых,ADJ
сессиях,NOUN
InnovationJam,PROPN
",",PUNCT
проведенных,VERB
по,ADP
Internet,PROPN
",",PUNCT
приняло,VERB
участие,NOUN
около,ADP
105,NUM
тыс.,NOUN
человек,NOUN
из,ADP
104,NUM
стран,NOUN
",",PUNCT
в,ADP
том,DET
числе,NOUN
служащие,NOUN
IBM,PROPN
",",PUNCT
члены,NOUN
их,DET
семей,NOUN
",",PUNCT
а,CCONJ
также,ADV
сотрудники,NOUN
университетов,NOUN
",",PUNCT
клиенты,NOUN
корпорации,NOUN
и,CCONJ
ее,DET
бизнес,NOUN
-,NOUN
партнеры,NOUN
.,PUNCT
"
",SPACE
Особые,ADJ
экономические,ADJ
зоны,NOUN
-,PUNCT
новый,ADJ
механизм,NOUN
государственно,ADJ
-,ADJ
частного,ADJ
партнерства,NOUN
.,PUNCT
"
",SPACE
Заставить,VERB
все,DET
это,PRON
работать,VERB
на,ADP
медном,ADJ
кабеле,NOUN
окажется,VERB
еще,ADV
труднее,ADJ
",",PUNCT
чем,SCONJ
раньше,ADV
",",PUNCT
но,CCONJ
и,CCONJ
говорить,VERB
о,ADP
невозможности,NOUN
получения,NOUN
подобных,ADJ
решений,NOUN
пока,ADV
преждевременно,ADJ
",",PUNCT
поскольку,SCONJ
технологии,NOUN
совершенствуются,VERB
непрерывно,ADV
.,PUNCT
"
",SPACE
Вследствие,ADP
своей,DET
важности,NOUN
деятельность,NOUN
метрополитена,NOUN
жестко,ADV
