token,pos
регламентирована,VERB
российским,ADJ
законодательством,NOUN
.,PUNCT
"
",SPACE
Она,PRON
была,AUX
представлена,VERB
как,SCONJ
оптимальное,ADJ
решение,NOUN
для,ADP
небольших,ADJ
центров,NOUN
обработки,NOUN
данных,NOUN
либо,CCONJ
как,SCONJ
дополнение,NOUN
к,ADP
уже,ADV
существующей,VERB
системе,NOUN
охлаждения,NOUN
",",PUNCT
не,PART
изменяющее,VERB
инфраструктуру,NOUN
.,PUNCT
"
",SPACE
По,ADP
словам,NOUN
Кеоуэна,PROPN
",",PUNCT
производители,NOUN
начнут,VERB
продавать,VERB
телевизоры,NOUN
и,CCONJ
телекоммуникационные,ADJ
устройства,NOUN
с,ADP
поддержкой,NOUN
технологии,NOUN
UWB,PROPN
уже,ADV
в,ADP
текущем,ADJ
году,NOUN
.,PUNCT
"
",SPACE
При,ADP
этом,PRON
мы,PRON
-,PUNCT
глобальная,ADJ
компания,NOUN
со,ADP
штаб,NOUN
-,NOUN
квартирой,NOUN
в,ADP
США,PROPN
.,PUNCT
"
",SPACE
На,ADP
глобальном,ADJ
уровне,NOUN
HP,PROPN
блестяще,ADV
справляется,VERB
со,ADP
снижением,NOUN
операционных,ADJ
расходов,NOUN
:,PUNCT
на,ADP
ИТ,PROPN
",",PUNCT
помещения,NOUN
",",PUNCT
управление,NOUN
.,PUNCT
"
",SPACE
Кроме,ADP
того,PRON
",",PUNCT
на,ADP
первую,ADJ
половину,NOUN
2007,ADJ
года,NOUN
дополнительно,ADV
запланировано,VERB
получение,NOUN
специализации,NOUN
Advanced,X
Routing,X
and,X
Switching,X
и,CCONJ
обновление,NOUN
VPN,X
Security,X
Specialization,X
до,ADP
новой,ADJ
специализации,NOUN
Advanced,X
Security,X
",",PUNCT
что,SCONJ
будет,AUX
соответствовать,VERB
уровню,NOUN
требований,NOUN
",",PUNCT
предъявляемых,VERB
к,ADP
"""",PUNCT
Золотым,ADJ
"""",PUNCT
партнерам,NOUN
Cisco,X
Systems,X
.,PUNCT
"
",SPACE
Полиция,NOUN
сообщила,VERB
",",PUNCT
что,SCONJ
самоубийца,NOUN
тяжело,ADV
ранен,VERB
",",PUNCT
а,CCONJ
его,PRON
сосед,NOUN
по,ADP
этажу,NOUN
погиб,VERB
в,ADP
огне,NOUN
.,PUNCT
"
",SPACE
Таким,DET
образом,NOUN
",",PUNCT
угрозы,NOUN
",",PUNCT
нависшей,VERB
над,ADP
знаменитым,ADJ
дворцом,NOUN
Цвингер,PROPN
",",PUNCT
в,ADP
котором,PRON
расположена,ADJ
Дрезденская,ADJ
картинная,ADJ
галерея,NOUN
",",PUNCT
больше,ADV
не,PART
существует,VERB
.,PUNCT
"
",SPACE
На,ADP
севере,NOUN
сектора,NOUN
Газа,PROPN
проходит,VERB
ожесточенная,ADJ
перестрелка,NOUN
между,ADP
израильскими,ADJ
военнослужащими,NOUN
и,CCONJ
палестинцами,NOUN
2002/08/11/,ADJ
"
",SPACE
На,ADP
севере,NOUN
сектора,NOUN
Газа,PROPN
",",PUNCT
вблизи,ADP
еврейского,ADJ
поселения,NOUN
Дугид,PROPN
",",PUNCT
в,ADV
настоящее,ADJ
время,NOUN
проходит,VERB
ожесточенная,ADJ
перестрелка,NOUN
между,ADP
израильскими,ADJ
военнослужащими,NOUN
и,CCONJ
палестинцами,NOUN
.,PUNCT
"
",SPACE
Склады,NOUN
крупнейшей,ADJ
в,ADP
Благовещенске,PROPN
торговой,ADJ
сети,NOUN
"""",PUNCT
Домострой,NOUN
"""",PUNCT
почти,ADV
полностью,ADV
сгорели,VERB
в,ADP
субботу,NOUN
.,PUNCT
"
",SPACE
Президентом,NOUN
может,VERB
быть,AUX
избран,VERB
любой,DET
гражданин,NOUN
Нагорно,ADJ
-,ADJ
Карабахской,ADJ
Республики,PROPN
",",PUNCT
достигший,VERB
35,NUM
лет,NOUN
",",PUNCT
обладающий,VERB
избирательным,ADJ
правом,NOUN
и,CCONJ
постоянно,ADV
или,CCONJ
преимущественно,ADV
проживающий,VERB
в,ADP
НКР,PROPN
в,ADP
течение,NOUN
последних,ADJ
10,NUM
лет,NOUN
.,PUNCT
"
",SPACE
Для,ADP
охраны,NOUN
задействованы,VERB
офицеры,NOUN
Национальной,ADJ
гвардии,NOUN
",",PUNCT
представители,NOUN
служб,NOUN
безопасности,NOUN
и,CCONJ
ВВС,PROPN
США,PROPN
.,PUNCT
"
",SPACE
Индекс,NOUN
"""",PUNCT
Нового,ADJ
рынка,NOUN
"""",PUNCT
сопротивлялся,VERB
больше,ADV
.,PUNCT
"
",SPACE
Потоки,NOUN
дождя,NOUN
обрушились,VERB
в,ADP
воскресенье,NOUN
и,CCONJ
на,ADP
Берлин,PROPN
",",PUNCT
с,ADP
окружающей,VERB
его,PRON
землей,NOUN
Бранденбург,PROPN
",",PUNCT
где,ADV
ситуация,NOUN
",",PUNCT
конечно,ADV
",",PUNCT
не,PART
такая,DET
сложная,ADJ
",",PUNCT
как,SCONJ
в,ADP
других,ADJ
регионах,NOUN
",",PUNCT
однако,ADV
в,ADP
течение,NOUN
сегодняшнего,ADJ
дня,NOUN
и,CCONJ
здесь,ADV
зарегистрировано,VERB
выпадение,NOUN
почти,ADV
50,NUM
литров,NOUN
осадков,NOUN
на,ADP
1,NUM
кв,NOUN
метр,NOUN
площади,NOUN
.,PUNCT
"
",SPACE
Точных,ADJ
данных,NOUN
об,ADP
их,DET
местонахождении,NOUN
",",PUNCT
за,ADP
исключением,NOUN
обнаруженной,VERB
в,ADP
1996,ADJ
году,NOUN
"""",PUNCT
Ловисы,NOUN
-,NOUN
Ульрики,NOUN
"""",PUNCT
",",PUNCT
не,PART
было,VERB
.,PUNCT
"
",SPACE
Для,ADP
47,NUM
гостей,NOUN
фестиваля,NOUN
праздник,NOUN
завершился,VERB
в,ADP
вытрезвителях,NOUN
.,PUNCT
"
",SPACE
Полиция,NOUN
считает,VERB
",",PUNCT
что,SCONJ
"""",PUNCT
холд,NOUN
-,NOUN
ап,NOUN
"""",PUNCT
совершили,VERB
"""",PUNCT
гастролеры,NOUN
"""",PUNCT
",",PUNCT
несколько,NUM
дней,NOUN
наблюдавшие,VERB
за,ADP
супермаркетом,NOUN
и,CCONJ
за,ADP
передвижениями,NOUN
его,PRON
директора,NOUN
.,PUNCT
"
",SPACE
Этому,DET
преобразованию,NOUN
также,ADV
препятствует,VERB
дефицит,NOUN
различных,ADJ
витаминов,NOUN
и,CCONJ
микроэлементов,NOUN
",",PUNCT
необходимых,ADJ
для,ADP
катализирующих,VERB
его,PRON
ферментов,NOUN
",",PUNCT
включая,ADV
витамин,NOUN
B3,PROPN
(,PUNCT
никотиновая,ADJ
кислота,NOUN
),PUNCT
",",PUNCT
B6,PROPN
",",PUNCT
C,NOUN
",",PUNCT
биотин,NOUN
",",PUNCT
цинк,NOUN
и,CCONJ
магний,NOUN
.,PUNCT
"
",SPACE
Вызвать,VERB
ее,PRON
можно,ADV
с,ADP
помощью,NOUN
php3_ini.directive,PROPN
.,PUNCT
"
",SPACE
Вот,PART
пример,NOUN
двойной,ADJ
суммы,NOUN
из,ADP
девяти,NUM
членов,NOUN
",",PUNCT
управляемой,VERB
двумя,NUM
индексами,NOUN
j,NOUN
и,CCONJ
к,ADP
:,PUNCT
Обычно,ADV
правление,NOUN
бывает,VERB
из,ADP
девяти,NUM
членов,NOUN
.,PUNCT
"
",SPACE
-,PUNCT
Я,PRON
пришла,VERB
за,ADP
своими,DET
документами,NOUN
",",PUNCT
товарищ,NOUN
начальник,NOUN
",",PUNCT
-,PUNCT
сказала,VERB
Ефимова,PROPN
",",PUNCT
отстраняясь,VERB
от,ADP
него,PRON
.,PUNCT
"
",SPACE
А,CCONJ
кругом,NOUN
--,PUNCT
в,ADP
пиццерии,NOUN
--,PUNCT
ели,VERB
и,CCONJ
жрали,VERB
толпы,NOUN
людей,NOUN
--,PUNCT
стоя,VERB
",",PUNCT
сидя,VERB
",",PUNCT
посреди,ADP
узкого,ADJ
прохода,NOUN
.,PUNCT
"
",SPACE
И,CCONJ
наконец,ADV
",",PUNCT
он,PRON
жалел,VERB
свой,DET
потерянный,ADJ
ум,NOUN
",",PUNCT
который,PRON
--,PUNCT
после,ADP
смерти,NOUN
--,PUNCT
уже,ADV
не,PART
сможет,VERB
ни,PART
о,ADP
чем,PRON
думать,VERB
.,PUNCT
"
",SPACE
Либо,CCONJ
об,ADP
акулах,NOUN
",",PUNCT
что,SCONJ
кому,PRON
понятней,NOUN
.,PUNCT
"
",SPACE
Вода,NOUN
в,ADP
банке,NOUN
начала,VERB
нагреваться,VERB
.,PUNCT
"
",SPACE
Светлана,PROPN
Багатурия,PROPN
подперла,VERB
кулачком,NOUN
подбородок,NOUN
и,CCONJ
даже,PART
рот,NOUN
открыла,VERB
от,ADP
проникновения,NOUN
.,PUNCT
"
",SPACE
А,CCONJ
что,PRON
дальше,ADV
?,PUNCT
"
",SPACE
Но,CCONJ
начлага,NOUN
опять,ADV
и,CCONJ
опять,ADV
не,PART
мог,VERB
.,PUNCT
"
",SPACE
А,CCONJ
директор,NOUN
посмеивался,VERB
.,PUNCT
"
",SPACE
Бывают,VERB
же,PART
ужасы,NOUN
...,PUNCT
"
",SPACE
У,ADP
меня,PRON
есть,VERB
такой,DET
вопрос,NOUN
:,PUNCT
платят,VERB
ли,PART
в,ADP
июле,NOUN
-,NOUN
августе,NOUN
стипендию,NOUN
?,PUNCT
"
",SPACE
А,CCONJ
это,PRON
ссылка,NOUN
на,ADP
предварительные,ADJ
итоги,NOUN
по,ADP
каждой,DET
позиции,NOUN
",",PUNCT
кто,PRON
скока,NOUN
голосов,NOUN
набрал,VERB
к,ADP
этому,DET
моменту,NOUN
.,PUNCT
http://www.nba.com/news/allstar_031211.html,PROPN
Кириленко,PROPN
--,PUNCT
в,ADP
основу,NOUN
!,PUNCT
"
",SPACE
Давайте,VERB
-,PUNCT
ка,PROPN
поразмыслим,VERB
...,PUNCT
"
",SPACE
Ну,PART
я,PRON
бы,AUX
не,PART
сказал,VERB
что,SCONJ
все,PART
таки,PART
уровень,NOUN
падает,VERB
....,PUNCT
"
",SPACE
Как,SCONJ
это,PRON
Петрович,PROPN
собирается,VERB
строить,VERB
игру,NOUN
команды,NOUN
вокруг,ADP
неиграющего,ADJ
Ковенаги,PROPN
?,PUNCT
"
",SPACE
Созданная,VERB
в,ADP
процессе,NOUN
диверсификации,NOUN
бизнеса,NOUN
"""",PUNCT
ПроСофт,NOUN
"""",PUNCT
",",PUNCT
эта,DET
компания,NOUN
занимается,VERB
разработкой,NOUN
и,CCONJ
производством,NOUN
одноплатных,ADJ
компьютеров,NOUN
и,CCONJ
других,ADJ
электронных,ADJ
блоков,NOUN
",",PUNCT
а,CCONJ
также,ADV
разработкой,NOUN
и,CCONJ
изготовлением,NOUN
по,ADP
контракту,NOUN
электронного,ADJ
оборудования,NOUN
для,ADP
систем,NOUN
промышленной,ADJ
автоматизации,NOUN
(,PUNCT
доходы,NOUN
от,ADP
этих,DET
видов,NOUN
деятельности,NOUN
приблизительно,ADV
одинаковы,ADJ
),PUNCT
.,PUNCT
"
",SPACE
По,ADP
словам,NOUN
Девида,PROPN
Ги,PROPN
",",PUNCT
вице,NOUN
-,NOUN
президента,NOUN
HP,X
Software,X
по,ADP
маркетингу,NOUN
",",PUNCT
новое,ADJ
подразделение,NOUN
",",PUNCT
получившее,VERB
название,NOUN
Business,X
Information,X
Optimization,X
(,PUNCT
BIO,PROPN
),PUNCT
",",PUNCT
будет,AUX
состоять,VERB
из,ADP
двух,NUM
групп,NOUN
.,PUNCT
"
",SPACE
Основной,ADJ
продукт,NOUN
компании,NOUN
-,NOUN
разработчика,NOUN
антивирусного,ADJ
ПО,PROPN
Eset,X
-,X
Eset,X
NOD32,X
закуплен,VERB
для,ADP
парламента,NOUN
республики,NOUN
Узбекистан,PROPN
(,PUNCT
Олий,PROPN
Мажлис,PROPN
),PUNCT
.,PUNCT
"
",SPACE
Еще,ADV
один,NUM
проект,NOUN
",",PUNCT
который,PRON
мне,PRON
очень,ADV
импонирует,VERB
-,PUNCT
это,PART
наше,DET
сотрудничество,NOUN
со,ADP
Школой,PROPN
изящных,ADJ
искусств,NOUN
Фаберже,PROPN
:,PUNCT
для,ADP
абитуриентов,NOUN
",",PUNCT
которые,PRON
в,ADP
будущем,NOUN
создадут,VERB
свой,DET
бизнес,NOUN
",",PUNCT
став,VERB
ювелирами,NOUN
",",PUNCT
дизайнерами,NOUN
одежды,NOUN
",",PUNCT
художниками,NOUN
",",PUNCT
мы,PRON
также,ADV
основали,VERB
компьютерный,ADJ
класс,NOUN
",",PUNCT
где,ADV
они,PRON
изучают,VERB
",",PUNCT
чем,PRON
им,PRON
могут,VERB
быть,AUX
полезны,ADJ
информационные,ADJ
технологии,NOUN
.,PUNCT
"
",SPACE
АСУ,NOUN
госзакупками,NOUN
региона,NOUN
разработана,VERB
на,ADP
основе,NOUN
электронного,ADJ
решения,NOUN
компании,NOUN
"""",PUNCT
НОРБИТ,NOUN
"""",PUNCT
-,X
"""",PUNCT
ГосЗаказ,NOUN
"""",PUNCT
v.3.0,PROPN
и,CCONJ
функционально,ADV
охватывает,VERB
комплексное,ADJ
управление,NOUN
процессом,NOUN
размещения,NOUN
государственных,ADJ
заказов,NOUN
.,PUNCT
"
",SPACE
Компания,NOUN
"""",PUNCT
АйТи,PROPN
"""",PUNCT
по,ADP
запросу,NOUN
руководства,NOUN
ВолГУ,PROPN
предоставила,VERB
университету,NOUN
полнофункциональную,ADJ
версию,NOUN
системы,NOUN
"""",PUNCT
БОСС,NOUN
-,NOUN
Референт,NOUN
"""",PUNCT
.,PUNCT
"
",SPACE
ЭЦП,PROPN
тормозит,VERB
ЭДО,PROPN
"
",SPACE
Резюмируя,VERB
обсуждения,NOUN
в,ADP
данной,ADJ
секции,NOUN
",",PUNCT
можно,ADV
сказать,VERB
",",PUNCT
что,SCONJ
новых,ADJ
проблем,NOUN
за,ADP
последний,ADJ
год,NOUN
не,PART
появилось,VERB
",",PUNCT
старые,ADJ
же,PART
",",PUNCT
например,ADV
",",PUNCT
несовершенство,NOUN
нормативной,ADJ
базы,NOUN
",",PUNCT
определяющей,VERB
функционирование,NOUN
удостоверяющих,VERB
центров,NOUN
",",PUNCT
решаются,VERB
чрезвычайно,ADV
медленно,ADV
.,PUNCT
"
",SPACE
Вечные,ADJ
барьеры,NOUN
"
",SPACE
Наиболее,ADV
заметный,ADJ
прогресс,NOUN
наблюдается,VERB
там,ADV
",",PUNCT
где,ADV
бизнес,NOUN
может,VERB
что,PRON
-,PRON
то,PRON
сделать,VERB
самостоятельно,ADJ
-,ADJ
эта,DET
мысль,NOUN
",",PUNCT
мимоходом,NOUN
прозвучавшая,VERB
в,ADP
выступлении,NOUN
одного,NUM
из,ADP
докладчиков,NOUN
",",PUNCT
ясно,ADV
характеризует,VERB
отношение,NOUN
бизнеса,NOUN
к,ADP
работе,NOUN
в,ADP
госсекторе,NOUN
.,PUNCT
"
",SPACE
В,ADP
операции,NOUN
задействовано,VERB
80,NUM
автомашин,NOUN
и,CCONJ
бронетранспортеров,NOUN
",",PUNCT
8,NUM
вертолетов,NOUN
",",PUNCT
а,CCONJ
также,ADV
артиллерия,NOUN
и,CCONJ
танки,NOUN
.,PUNCT
"
",SPACE
Несмотря,ADV
на,ADP
прибытие,NOUN
в,ADP
на,ADP
место,NOUN
инцидента,NOUN
специалистов,NOUN
из,ADP
Бангкока,PROPN
",",PUNCT
лайнер,NOUN
пока,ADV
не,PART
удалось,VERB
вытащить,VERB
из,ADP
глины,NOUN
",",PUNCT
что,PRON
не,PART
позволяет,VERB
возобновить,VERB
работу,NOUN
аэропорта,NOUN
.,PUNCT
"
",SPACE
Так,ADV
",",PUNCT
оказалось,VERB
полностью,ADV
отрезанным,VERB
от,ADP
внешнего,ADJ
мира,NOUN
местечко,PROPN
Кирхомфельд,PROPN
.,PUNCT
"
",SPACE
Благодаря,ADP
личности,NOUN
основателя,NOUN
",",PUNCT
монастырь,NOUN
скоро,ADV
приобрел,VERB
большую,ADJ
славу,NOUN
и,CCONJ
стал,VERB
играть,VERB
роль,NOUN
в,ADP
княжеских,ADJ
отношениях,NOUN
.,PUNCT
"
",SPACE
По,ADP
его,DET
мнению,NOUN
",",PUNCT
необходимо,ADJ
усилить,VERB
координацию,NOUN
между,ADP
другими,ADJ
министерствами,NOUN
и,CCONJ
ведомствами,NOUN
",",PUNCT
в,ADP
частности,NOUN
",",PUNCT
МВД,PROPN
",",PUNCT
Минобороны,PROPN
и,CCONJ
Минздрава,PROPN
с,ADP
МЧС,PROPN
и,CCONJ
региональными,ADJ
властями,NOUN
.,PUNCT
"
",SPACE
Жители,NOUN
поселка,NOUN
Невская,ADJ
Дубровка,PROPN
могут,VERB
остаться,VERB
без,ADP
света,NOUN
из,ADP
-,ADP
за,ADP
того,PRON
",",PUNCT
что,SCONJ
администрация,NOUN
Всеволжского,ADJ
района,NOUN
Ленинградской,ADJ
области,NOUN
задерживает,VERB
выплату,NOUN
долга,NOUN
за,ADP
электроэнергию,NOUN
АО,PROPN
"""",PUNCT
Ленэнерго,PROPN
"""",PUNCT
.,PUNCT
"
",SPACE
В,ADP
поселке,NOUN
Видяево,PROPN
/Мурманская,PUNCT
область/,PROPN
",",PUNCT
откуда,ADV
два,NUM
года,NOUN
назад,ADV
в,ADP
последний,ADJ
поход,NOUN
ушел,VERB
"""",PUNCT
Курск,PROPN
"""",PUNCT
",",PUNCT
был,AUX
открыт,VERB
Мемориал,PROPN
морякам,NOUN
-,NOUN
подводникам,NOUN
",",PUNCT
погибшим,VERB
в,ADP
океане,NOUN
.,PUNCT
"
",SPACE
Руководство,NOUN
газового,ADJ
концерна,NOUN
заявило,VERB
",",PUNCT
что,SCONJ
в,ADP
результате,NOUN
планируемой,VERB
допэмиссии,NOUN
акций,NOUN
"""",PUNCT
СИБУРа,NOUN
"""",PUNCT
был,AUX
размыт,VERB
пакет,NOUN
акций,NOUN
"""",PUNCT
Газпрома,PROPN
"""",PUNCT
.,PUNCT
"
",SPACE
Женщина,NOUN
необыкновенной,ADJ
красоты,NOUN
",",PUNCT
талантливая,ADJ
актриса,NOUN
и,CCONJ
педагог,NOUN
она,PRON
занимает,VERB
достойное,ADJ
место,NOUN
в,ADP
прославленной,ADJ
галерее,NOUN
портретов,NOUN
",",PUNCT
где,ADV
пляшет,VERB
сверкающая,VERB
Золушка,PROPN
Любови,PROPN
Орловой,PROPN
",",PUNCT
где,ADV
поют,VERB
наивные,ADJ
Марьяны,PROPN
и,CCONJ
Глаши,PROPN
Марины,PROPN
Ладыниной,PROPN
",",PUNCT
где,ADV
страдает,VERB
великая,ADJ
Вера,PROPN
Марецкая,PROPN
.,PUNCT
"
",SPACE
Между,ADP
тем,PRON
в,ADP
этом,DET
же,PART
районе,NOUN
"""",PUNCT
всплыла,VERB
"""",PUNCT
еще,ADV
одна,NUM
поддельная,ADJ
пятисотрублевка,NOUN
.,PUNCT
"
",SPACE
В,ADP
минувший,ADJ
четверг,NOUN
суд,NOUN
по,ADP
ходатайству,NOUN
защиты,NOUN
изменил,VERB
меру,NOUN
пресечения,NOUN
другому,ADJ
обвиняемому,NOUN
по,ADP
этому,DET
делу,NOUN
-,NOUN
бывшему,ADJ
вице,NOUN
-,NOUN
президенту,NOUN
компании,NOUN
Евгению,PROPN
Кощицу,PROPN
.,PUNCT
"
",SPACE
Санитарной,ADJ
обработке,NOUN
будут,AUX
подвергнуты,VERB
территории,NOUN
двенадцати,NUM
баз,NOUN
отдыха,NOUN
",",PUNCT
расположенных,ADJ
в,ADP
районе,NOUN
поселка,NOUN
.,PUNCT
"
",SPACE
В,ADP
то,DET
же,PART
время,NOUN
санитарно,ADJ
-,ADJ
эпидемиологическая,ADJ
служба,NOUN
Краснодарского,ADJ
края,NOUN
настаивает,VERB
на,ADP
закрытии,NOUN
оздоровительных,ADJ
лагерей,NOUN
в,ADP
поселках,NOUN
Южная,ADJ
Озереевка,PROPN
и,CCONJ
Широкая,ADJ
Балка,PROPN
",",PUNCT
где,ADV
в,ADV
настоящее,ADJ
время,NOUN
находятся,VERB
1,NUM
тыс,NOUN
470,NUM
детей,NOUN
",",PUNCT
прибывших,VERB
на,ADP
отдых,NOUN
.,PUNCT
"
",SPACE
В,ADP
июле,NOUN
на,ADP
автодорогах,NOUN
Франции,PROPN
погибло,VERB
665,NUM
человек,NOUN
.,PUNCT
"
",SPACE
При,ADP
нападении,NOUN
на,ADP
ювелирный,ADJ
магазин,NOUN
из,ADP
пистолета,NOUN
был,AUX
тяжело,ADV
ранен,VERB
охранник,NOUN
",",PUNCT
а,CCONJ
при,ADP
ограблении,NOUN
магазина,NOUN
компьютерной,ADJ
техники,NOUN
-,NOUN
двое,NUM
контролеров,NOUN
-,NOUN
администраторов,NOUN
.,PUNCT
"
",SPACE
Спецпредставитель,NOUN
МИД,PROPN
РФ,PROPN
считает,VERB
",",PUNCT
что,SCONJ
",",PUNCT
нагнетая,ADJ
атмосферу,NOUN
конфронтации,NOUN
",",PUNCT
Тбилиси,PROPN
Абхазию,PROPN
не,PART
вернет,VERB
2002/08/12/,ADJ
"
",SPACE
Если,SCONJ
Тбилиси,PROPN
будет,AUX
нагнетать,VERB
атмосферу,NOUN
конфронтации,NOUN
",",PUNCT
"""",PUNCT
то,PRON
совершенно,ADV
ясно,ADJ
",",PUNCT
что,SCONJ
таким,DET
методом,NOUN
Абхазию,PROPN
Грузии,PROPN
не,PART
вернуть,VERB
"""",PUNCT
.,PUNCT
"
",SPACE
А,CCONJ
7,ADJ
апреля,NOUN
началась,VERB
серия,NOUN
диверсионно,ADJ
-,ADJ
террористических,ADJ
актов,NOUN
со,ADP
стороны,NOUN
групп,NOUN
",",PUNCT
приходивших,VERB
с,ADP
территории,NOUN
Грузии,PROPN
.,PUNCT
"
",SPACE
Компания,NOUN
"""",PUNCT
Сибнефть,PROPN
"""",PUNCT
",",PUNCT
получив,VERB
37-процентный,ADJ
пакет,NOUN
акций,NOUN
завода,NOUN
",",PUNCT
стремится,VERB
"""",PUNCT
влиять,VERB
на,ADP
ситуацию,NOUN
на,ADP
рынке,NOUN
Москвы,PROPN
"""",PUNCT
.,PUNCT
"
",SPACE
Как,SCONJ
сообщили,VERB
РИА,PROPN
"""",PUNCT
Новости,NOUN
"""",PUNCT
в,ADP
понедельник,NOUN
в,ADP
суде,NOUN
",",PUNCT
19-летние,ADJ
подсудимые,NOUN
из,ADP
города,NOUN
Долгопрудный,PROPN
были,AUX
признаны,VERB
виновными,ADJ
в,ADP
"""",PUNCT
бандитизме,NOUN
"""",PUNCT
/ст,PUNCT
209,NUM
УК,NOUN
РФ)/,NUM
и,CCONJ
"""",PUNCT
разбое,NOUN
"""",PUNCT
/ст,PUNCT
.,PUNCT
162,NUM
УК,NOUN
РФ/.,NUM
"
",SPACE
В,ADP
экономической,ADJ
столице,NOUN
Танзании,PROPN
Дар,PROPN
-,PROPN
эс,PROPN
-,NOUN
Саламе,PROPN
начались,VERB
переговоры,NOUN
между,ADP
правительством,NOUN
Бурунди,PROPN
и,CCONJ
представителями,NOUN
самой,ADJ
значительной,ADJ
организации,NOUN
вооруженной,VERB
оппозиции,NOUN
-,NOUN
Сил,PROPN
в,ADP
защиту,NOUN
демократии,NOUN
(,PUNCT
ФДД,PROPN
),PUNCT
.,PUNCT
"
",SPACE
Как,SCONJ
передает,VERB
корреспондент,NOUN
РИА,PROPN
"""",PUNCT
Новости,PROPN
"""",PUNCT
",",PUNCT
открывая,VERB
сегодняшнюю,ADJ
встречу,NOUN
",",PUNCT
президент,NOUN
Танзании,PROPN
Бенджамин,PROPN
Мкапа,PROPN
призвал,VERB
ее,DET
участников,NOUN
в,ADP
качестве,NOUN
"""",PUNCT
жеста,NOUN
доброй,ADJ
воли,NOUN
и,CCONJ
доказательства,NOUN
приверженности,NOUN
обеих,NUM
сторон,NOUN
миротворческому,ADJ
процессу,NOUN
"""",PUNCT
объявить,VERB
мораторий,NOUN
на,ADP
военные,ADJ
действия,NOUN
на,ADP
весь,DET
срок,NOUN
переговоров,NOUN
.,PUNCT
"
",SPACE
Российскую,ADJ
делегацию,NOUN
возглавляет,VERB
заместитель,NOUN
научно,ADJ
-,ADJ
технической,ADJ
комиссии,NOUN
МАК,PROPN
Сергей,PROPN
Зайко,PROPN
.,PUNCT
"
",SPACE
Об,ADP
этом,PRON
корреспонденту,NOUN
РИА,PROPN
"""",PUNCT
Новости,PROPN
"""",PUNCT
сообщил,VERB
пресс,NOUN
-,NOUN
секретарь,NOUN
межгосударственного,ADJ
авиационного,ADJ
комитета,NOUN
/МАК/,PUNCT
Олег,PROPN
Ермолов,PROPN
.,PUNCT
>,PUNCT
"
",SPACE
Российские,ADJ
специалисты,NOUN
проведут,VERB
исследования,NOUN
в,ADP
США,PROPN
бортовой,ADJ
системы,NOUN
"""",PUNCT
Текас,PROPN
"""",PUNCT
",",PUNCT
устанавливаемой,VERB
на,ADP
самолетах,NOUN
"""",PUNCT
Боинг,PROPN
"""",PUNCT
для,ADP
предотвращения,NOUN
столкновений,NOUN
в,ADP
воздухе,NOUN
и,CCONJ
с,ADP
землей,NOUN
.,PUNCT
"
",SPACE
Вместе,ADV
с,ADP
тем,PRON
",",PUNCT
Ермолов,PROPN
отметил,VERB
",",PUNCT
что,SCONJ
работа,NOUN
германской,ADJ
комиссии,NOUN
по,ADP
расследованию,NOUN
причин,NOUN
этого,DET
авиапроисшествия,NOUN
ведется,VERB
по,ADP
плану,NOUN
.,PUNCT
"
",SPACE
